"service_id","monday","tuesday","wednesday","thursday","friday","saturday","sunday","start_date","end_date"
6332,1,1,1,1,1,1,1,20220131,20221210
6333,0,0,0,0,0,0,0,20220131,20221210
6334,0,0,0,0,0,0,1,20220131,20221210
6335,1,1,1,1,1,1,0,20220131,20221210
6336,0,0,0,0,0,0,0,20220131,20221210
6337,1,1,1,1,1,1,1,20220131,20221210
6338,0,0,0,0,0,0,0,20220131,20221210
6339,0,0,0,0,0,1,1,20220131,20221210
6340,1,1,1,1,1,1,1,20220131,20221210
6341,0,0,0,0,0,0,0,20220131,20221210
6342,1,1,1,1,1,1,1,20220131,20221210
6343,0,0,0,0,0,0,0,20220131,20221210
6344,1,1,1,1,1,1,1,20220131,20221210
6345,0,0,0,0,0,0,0,20220131,20221210
6346,0,0,0,0,0,1,1,20220131,20221210
6347,1,1,1,1,1,1,0,20220131,20221210
6348,1,1,1,1,1,1,1,20220131,20221210
6349,1,1,1,1,1,1,1,20220131,20221210
6350,0,0,0,0,0,0,0,20220131,20221210
6351,0,0,0,0,0,0,0,20220131,20221210
6352,0,0,0,0,0,0,0,20220131,20221210
6353,1,1,1,1,1,1,1,20220131,20221210
6354,0,0,0,0,0,1,0,20220131,20221210
6355,1,1,1,1,1,1,1,20220131,20221210
6356,1,1,1,1,1,1,1,20220131,20221210
6357,1,1,1,1,1,1,1,20220131,20221210
6358,0,0,0,0,0,0,0,20220131,20221210
6359,1,1,1,1,1,1,1,20220131,20221210
6360,0,0,0,0,0,0,0,20220131,20221210
6361,1,1,1,1,1,0,0,20220131,20221210
6362,0,0,0,0,0,0,0,20220131,20221210
6363,1,1,1,1,1,1,1,20220131,20221210
6364,0,0,0,0,0,0,0,20220131,20221210
6365,0,0,0,0,0,0,0,20220131,20221210
6366,0,0,0,0,0,1,1,20220131,20221210
6367,1,1,1,1,1,0,0,20220131,20221210
6368,1,1,1,1,1,1,1,20220131,20221210
6369,1,1,1,1,1,1,1,20220131,20221210
6370,1,1,1,1,1,0,0,20220131,20221210
6371,1,1,1,1,1,1,1,20220131,20221210
6372,0,0,0,0,0,0,0,20220131,20221210
6373,1,1,1,1,1,1,0,20220131,20221210
6374,1,1,1,1,0,0,1,20220131,20221210
6375,0,0,0,0,1,1,0,20220131,20221210
6376,1,1,1,1,1,1,0,20220131,20221210
6377,0,0,0,0,0,1,1,20220131,20221210
6378,1,1,1,1,1,1,0,20220131,20221210
6379,1,1,1,1,1,1,1,20220131,20221210
6380,0,0,0,0,0,0,1,20220131,20221210
6381,0,0,0,0,0,0,1,20220131,20221210
6382,1,1,1,1,1,1,1,20220131,20221210
6383,1,1,1,1,1,1,0,20220131,20221210
6384,0,0,0,0,0,0,1,20220131,20221210
6385,0,0,0,0,0,0,0,20220131,20221210
6386,1,1,1,1,1,0,0,20220131,20221210
6387,0,0,0,0,0,1,1,20220131,20221210
6388,1,1,1,1,0,0,1,20220131,20221210
6389,1,1,1,1,1,1,0,20220131,20221210
6390,0,0,0,0,0,0,0,20220131,20221210
6391,1,1,1,1,1,1,1,20220131,20221210
6392,0,0,0,0,0,0,0,20220131,20221210
6393,0,0,0,0,0,0,0,20220131,20221210
6394,1,1,1,1,1,1,1,20220131,20221210
6395,0,0,0,0,1,1,0,20220131,20221210
6396,0,0,0,0,0,0,0,20220131,20221210
6397,0,0,0,0,0,1,1,20220131,20221210
6398,1,1,1,1,1,0,0,20220131,20221210
6399,1,1,1,1,1,1,1,20220131,20221210
6400,0,0,0,0,0,0,0,20220131,20221210
6401,1,1,1,1,1,1,1,20220131,20221210
6402,1,1,1,1,1,1,1,20220131,20221210
6403,1,1,1,1,1,0,0,20220131,20221210
6404,1,1,1,1,1,0,0,20220131,20221210
6405,1,1,1,1,1,1,1,20220131,20221210
6406,0,0,0,0,0,0,0,20220131,20221210
6407,0,0,0,0,0,0,0,20220131,20221210
6408,0,0,0,0,0,0,0,20220131,20221210
6409,0,0,0,0,0,0,0,20220131,20221210
6410,0,0,0,0,0,0,0,20220131,20221210
6411,1,1,1,1,1,1,1,20220131,20221210
6412,1,1,1,1,1,1,1,20220131,20221210
6413,1,1,1,1,1,1,1,20220131,20221210
6414,1,1,1,1,1,0,0,20220131,20221210
6415,0,0,0,0,0,0,0,20220131,20221210
6416,1,1,1,1,1,1,0,20220131,20221210
6417,1,1,1,1,1,1,1,20220131,20221210
6418,0,0,0,0,0,0,0,20220131,20221210
6419,1,1,1,1,1,1,1,20220131,20221210
6420,0,0,0,0,0,0,1,20220131,20221210
6421,1,1,1,1,1,1,1,20220131,20221210
6422,0,0,0,0,0,0,0,20220131,20221210
6423,1,1,1,1,1,1,0,20220131,20221210
6424,0,0,0,0,0,0,0,20220131,20221210
6425,1,1,1,1,1,1,1,20220131,20221210
6426,1,1,1,1,1,1,0,20220131,20221210
6427,1,1,1,1,1,0,0,20220131,20221210
6428,1,1,1,1,1,1,0,20220131,20221210
6429,0,0,0,0,0,0,0,20220131,20221210
6430,1,1,1,1,1,0,0,20220131,20221210
6431,1,1,1,1,1,1,1,20220131,20221210
6432,0,0,0,0,0,0,0,20220131,20221210
6433,0,0,0,0,0,0,0,20220131,20221210
6434,0,0,0,0,0,0,0,20220131,20221210
6435,1,1,1,1,1,1,1,20220131,20221210
6436,0,0,0,0,0,1,1,20220131,20221210
6437,1,1,1,1,1,1,1,20220131,20221210
6438,0,0,0,0,0,0,0,20220131,20221210
6439,1,1,1,1,1,1,1,20220131,20221210
6440,1,1,1,1,1,1,1,20220131,20221210
6441,0,0,0,0,0,0,0,20220131,20221210
6442,0,0,0,0,0,0,0,20220131,20221210
6443,0,0,0,0,0,0,0,20220131,20221210
6444,0,0,0,0,0,0,0,20220131,20221210
6445,0,0,0,0,0,0,0,20220131,20221210
6446,0,0,0,0,0,0,0,20220131,20221210
6447,0,0,0,0,0,0,0,20220131,20221210
6448,1,1,1,1,1,1,1,20220131,20221210
6449,0,0,0,0,0,0,0,20220131,20221210
6450,0,0,0,0,0,0,0,20220131,20221210
6451,0,0,0,0,0,0,0,20220131,20221210
6452,0,0,0,0,0,0,0,20220131,20221210
6453,1,1,0,1,1,0,1,20220131,20221210
6454,0,0,1,0,0,1,0,20220131,20221210
6455,1,1,1,1,1,1,1,20220131,20221210
6456,0,0,0,0,0,0,0,20220131,20221210
6457,0,0,0,0,0,0,0,20220131,20221210
6458,0,0,0,0,0,0,0,20220131,20221210
6459,0,0,0,0,0,1,0,20220131,20221210
6460,0,0,0,0,1,1,0,20220131,20221210
6461,1,1,1,1,0,0,1,20220131,20221210
6462,1,1,1,1,1,1,1,20220131,20221210
6463,0,0,0,0,0,1,1,20220131,20221210
6464,1,1,1,1,1,0,0,20220131,20221210
6465,1,1,1,1,1,1,1,20220131,20221210
6466,1,1,1,1,1,0,0,20220131,20221210
6467,1,1,1,1,1,1,0,20220131,20221210
6468,1,1,1,1,1,1,1,20220131,20221210
6469,1,1,1,1,1,0,1,20220131,20221210
6470,1,1,1,1,1,1,1,20220131,20221210
6471,1,1,1,1,1,1,1,20220131,20221210
6472,1,1,1,1,1,1,1,20220131,20221210
6473,1,1,1,1,1,1,1,20220131,20221210
6474,1,1,1,1,1,1,1,20220131,20221210
6475,1,1,1,1,1,1,1,20220131,20221210
6476,1,1,1,1,1,1,1,20220131,20221210
6477,1,1,1,1,1,0,0,20220131,20221210
6478,0,0,0,0,0,1,1,20220131,20221210
6479,1,1,1,1,1,1,1,20220131,20221210
6480,0,0,0,0,0,1,1,20220131,20221210
6481,0,0,0,0,0,0,0,20220131,20221210
6482,0,0,0,0,0,0,1,20220131,20221210
6483,1,1,1,1,1,1,0,20220131,20221210
6484,1,1,1,1,1,1,0,20220131,20221210
6485,0,0,0,0,0,0,1,20220131,20221210
6486,1,1,1,1,1,0,0,20220131,20221210
6487,0,0,0,0,0,1,1,20220131,20221210
6488,1,1,1,1,1,1,1,20220131,20221210
6489,0,0,0,0,0,0,0,20220131,20221210
6490,0,0,0,0,0,1,0,20220131,20221210
6491,1,1,1,1,1,1,1,20220131,20221210
6492,0,0,0,0,0,0,0,20220131,20221210
6493,0,1,1,1,1,0,0,20220131,20221210
6494,0,0,0,0,0,1,1,20220131,20221210
6495,0,0,0,0,0,0,0,20220131,20221210
6496,0,0,0,0,0,0,0,20220131,20221210
6497,0,0,0,0,0,0,0,20220131,20221210
6498,0,1,1,1,1,1,0,20220131,20221210
6499,0,0,0,0,0,0,1,20220131,20221210
6500,0,0,0,0,0,0,0,20220131,20221210
6501,0,1,1,1,1,0,0,20220131,20221210
6502,0,0,0,0,0,0,0,20220131,20221210
6503,0,0,0,0,0,0,0,20220131,20221210
6504,0,0,0,0,0,0,0,20220131,20221210
6505,0,0,0,0,0,0,0,20220131,20221210
6506,0,0,0,0,0,0,0,20220131,20221210
6507,0,0,0,0,0,0,0,20220131,20221210
6508,0,0,0,0,0,0,0,20220131,20221210
6509,0,0,0,0,0,0,0,20220131,20221210
6510,0,0,0,0,0,0,0,20220131,20221210
6511,0,0,0,0,0,0,0,20220131,20221210
6512,0,0,0,0,0,0,0,20220131,20221210
6513,0,0,0,0,0,0,0,20220131,20221210
6514,1,1,1,1,1,1,1,20220131,20221210
6515,0,0,0,0,0,0,0,20220131,20221210
6516,0,0,0,0,0,0,0,20220131,20221210
6517,0,0,0,0,0,1,1,20220131,20221210
6518,1,1,1,1,1,1,1,20220131,20221210
6519,1,1,1,1,1,1,1,20220131,20221210
6520,0,0,0,0,0,0,0,20220131,20221210
6521,0,0,0,0,0,0,0,20220131,20221210
6522,1,1,1,1,1,1,1,20220131,20221210
6523,1,1,1,1,1,1,1,20220131,20221210
6524,0,0,0,0,0,0,0,20220131,20221210
6525,0,0,0,0,0,0,0,20220131,20221210
6526,0,0,0,0,0,0,0,20220131,20221210
6527,0,0,0,0,0,0,0,20220131,20221210
6528,0,0,0,0,0,0,0,20220131,20221210
6529,0,0,0,0,0,0,0,20220131,20221210
6530,0,0,0,0,0,0,0,20220131,20221210
6531,0,0,0,0,0,0,0,20220131,20221210
6532,1,1,1,1,1,1,1,20220131,20221210
6533,1,1,1,1,1,1,1,20220131,20221210
6534,0,0,0,0,0,0,0,20220131,20221210
6535,0,0,0,0,0,0,0,20220131,20221210
6536,0,0,0,0,0,0,0,20220131,20221210
6537,1,1,1,1,1,1,1,20220131,20221210
6538,0,0,0,0,0,0,0,20220131,20221210
6539,0,0,0,0,0,0,0,20220131,20221210
6540,0,0,0,0,0,0,0,20220131,20221210
6541,0,0,0,0,0,0,0,20220131,20221210
6542,0,0,0,0,0,0,1,20220131,20221210
6543,1,1,1,1,1,1,0,20220131,20221210
6544,1,1,1,1,1,0,0,20220131,20221210
6545,0,0,0,0,0,0,0,20220131,20221210
6546,1,1,1,1,1,1,0,20220131,20221210
6547,0,0,0,0,0,0,0,20220131,20221210
6548,0,0,0,0,0,0,0,20220131,20221210
6549,1,1,1,1,1,1,1,20220131,20221210
6550,1,1,0,0,0,1,1,20220131,20221210
6551,1,1,0,0,0,1,1,20220131,20221210
6552,1,1,1,1,1,1,1,20220131,20221210
6553,0,0,0,0,0,0,0,20220131,20221210
6554,1,1,1,1,1,1,1,20220131,20221210
6555,1,1,1,1,1,1,1,20220131,20221210
6556,0,0,0,0,1,1,0,20220131,20221210
6557,1,1,1,1,1,1,1,20220131,20221210
6558,1,1,1,1,1,0,0,20220131,20221210
6559,1,1,1,1,1,1,1,20220131,20221210
6560,1,1,1,1,1,1,1,20220131,20221210
6561,1,1,1,1,1,0,0,20220131,20221210
6562,1,1,1,1,1,1,1,20220131,20221210
6563,1,1,0,0,0,1,1,20220131,20221210
6564,1,1,1,1,1,1,1,20220131,20221210
6565,0,0,0,0,0,0,0,20220131,20221210
6566,1,1,1,1,1,1,1,20220131,20221210
6567,1,1,1,1,1,0,0,20220131,20221210
6568,1,1,1,1,1,0,0,20220131,20221210
6569,0,0,0,0,0,1,1,20220131,20221210
6570,1,1,1,1,1,1,1,20220131,20221210
6571,1,1,1,1,1,1,1,20220131,20221210
6572,1,1,1,1,1,1,1,20220131,20221210
6573,0,0,0,0,0,1,0,20220131,20221210
6574,1,1,1,1,1,1,1,20220131,20221210
6575,0,0,0,0,0,0,0,20220131,20221210
6576,0,0,0,0,0,0,0,20220131,20221210
6577,0,0,0,0,0,0,0,20220131,20221210
6578,0,0,0,0,0,0,0,20220131,20221210
6579,0,0,0,0,0,0,0,20220131,20221210
6580,0,0,0,0,0,0,0,20220131,20221210
6581,1,1,1,1,1,1,0,20220131,20221210
6582,1,1,1,1,1,1,1,20220131,20221210
6583,0,0,0,0,0,1,0,20220131,20221210
6584,1,1,1,1,1,0,0,20220131,20221210
6585,0,0,0,0,0,0,1,20220131,20221210
6586,1,1,1,1,1,1,0,20220131,20221210
6587,0,0,0,0,0,1,1,20220131,20221210
6588,1,1,1,1,1,0,0,20220131,20221210
6589,0,0,0,0,0,0,1,20220131,20221210
6590,1,1,1,1,1,1,0,20220131,20221210
6591,0,0,0,0,0,0,1,20220131,20221210
6592,1,1,1,1,1,1,0,20220131,20221210
6593,1,1,1,1,1,1,1,20220131,20221210
6594,1,1,1,1,1,1,1,20220131,20221210
6595,1,1,1,1,1,1,1,20220131,20221210
6596,0,0,0,0,0,0,0,20220131,20221210
6597,1,1,1,1,1,1,1,20220131,20221210
6598,1,1,1,1,1,1,1,20220131,20221210
6599,0,0,0,0,0,0,0,20220131,20221210
6600,1,1,1,1,1,1,1,20220131,20221210
6601,0,0,0,0,0,0,0,20220131,20221210
6602,0,0,0,0,0,0,0,20220131,20221210
6603,1,1,1,1,1,1,1,20220131,20221210
6604,1,1,1,1,1,1,1,20220131,20221210
6605,0,0,0,0,0,0,0,20220131,20221210
6606,1,1,1,1,1,1,1,20220131,20221210
6607,0,0,0,0,0,1,1,20220131,20221210
6608,0,0,0,0,0,0,1,20220131,20221210
6609,0,0,0,0,0,1,0,20220131,20221210
6610,0,0,0,0,0,0,0,20220131,20221210
6611,0,0,0,0,0,0,0,20220131,20221210
6612,1,1,1,1,1,0,0,20220131,20221210
6613,1,1,1,1,1,1,1,20220131,20221210
6614,0,0,0,0,0,0,0,20220131,20221210
6615,0,0,0,0,0,0,0,20220131,20221210
6616,0,0,0,0,0,0,0,20220131,20221210
6617,1,1,1,1,1,1,1,20220131,20221210
6618,1,1,1,1,1,1,0,20220131,20221210
6619,1,1,1,1,1,1,1,20220131,20221210
6620,1,1,1,1,1,1,0,20220131,20221210
6621,0,0,0,0,0,0,1,20220131,20221210
6622,1,1,1,1,1,1,1,20220131,20221210
6623,1,1,1,1,1,1,1,20220131,20221210
6624,1,1,1,1,1,1,1,20220131,20221210
6625,1,1,1,1,1,1,1,20220131,20221210
6626,0,0,0,0,0,1,1,20220131,20221210
6627,1,1,1,1,1,1,1,20220131,20221210
6628,0,0,0,0,0,1,1,20220131,20221210
6629,0,0,0,0,0,1,1,20220131,20221210
6630,1,1,1,1,1,1,1,20220131,20221210
6631,0,0,0,0,0,1,1,20220131,20221210
6632,0,0,0,0,0,1,1,20220131,20221210
6633,0,0,0,0,0,1,1,20220131,20221210
6634,1,1,1,1,1,0,0,20220131,20221210
6635,0,0,0,0,0,0,0,20220131,20221210
6636,1,1,1,1,1,1,1,20220131,20221210
6637,1,1,1,1,1,1,1,20220131,20221210
6638,0,0,0,0,0,0,0,20220131,20221210
6639,0,0,0,0,0,1,1,20220131,20221210
6640,0,0,0,0,0,0,0,20220131,20221210
6641,0,0,0,0,0,0,0,20220131,20221210
6642,0,0,0,0,0,0,0,20220131,20221210
6643,0,0,0,0,0,0,0,20220131,20221210
6644,1,1,1,1,1,1,1,20220131,20221210
6645,0,0,0,0,0,0,0,20220131,20221210
6646,1,1,1,1,1,1,1,20220131,20221210
6647,1,1,1,1,1,1,1,20220131,20221210
6648,1,1,1,1,1,1,1,20220131,20221210
6649,1,1,1,1,1,1,1,20220131,20221210
6650,1,1,1,1,1,0,0,20220131,20221210
6651,1,1,1,1,1,0,0,20220131,20221210
6652,1,1,1,1,1,1,1,20220131,20221210
6653,0,0,0,0,0,1,1,20220131,20221210
6654,0,0,0,0,0,0,0,20220131,20221210
6655,0,0,0,0,0,0,0,20220131,20221210
6656,0,0,0,0,0,0,0,20220131,20221210
6657,0,0,0,0,0,0,0,20220131,20221210
6658,0,0,0,0,0,0,0,20220131,20221210
6659,0,0,0,0,0,0,0,20220131,20221210
6660,0,0,0,0,0,0,0,20220131,20221210
6661,0,0,0,0,0,0,0,20220131,20221210
6662,0,0,0,0,0,0,0,20220131,20221210
6663,0,0,0,0,0,0,0,20220131,20221210
6664,1,1,1,1,1,0,0,20220131,20221210
6665,0,0,0,0,0,0,0,20220131,20221210
6666,0,0,0,0,0,0,0,20220131,20221210
6667,0,0,0,0,0,0,0,20220131,20221210
6668,0,0,0,0,0,0,0,20220131,20221210
6669,0,0,0,0,0,0,0,20220131,20221210
6670,0,0,0,0,0,0,0,20220131,20221210
6671,0,0,0,0,0,0,0,20220131,20221210
6672,0,0,0,0,0,0,0,20220131,20221210
6673,0,0,0,0,0,0,0,20220131,20221210
6674,0,0,0,0,0,0,0,20220131,20221210
6675,1,1,1,1,1,0,0,20220131,20221210
6676,1,1,1,1,1,0,1,20220131,20221210
6677,0,0,0,0,0,0,0,20220131,20221210
6678,1,1,1,1,1,1,1,20220131,20221210
6679,0,0,0,0,0,0,0,20220131,20221210
6680,0,0,0,0,0,0,1,20220131,20221210
6681,0,0,0,0,0,0,0,20220131,20221210
6682,0,0,0,0,0,0,0,20220131,20221210
6683,0,0,0,0,0,0,0,20220131,20221210
6684,0,0,0,0,0,0,0,20220131,20221210
6685,0,0,0,0,0,1,1,20220131,20221210
6686,0,0,0,0,0,0,0,20220131,20221210
6687,1,1,1,1,1,1,1,20220131,20221210
6688,0,0,0,0,0,0,1,20220131,20221210
6689,1,1,1,1,1,1,1,20220131,20221210
6690,0,0,0,0,0,0,0,20220131,20221210
6691,1,1,1,1,1,0,0,20220131,20221210
6692,0,0,0,0,0,1,1,20220131,20221210
6693,1,1,1,1,1,1,1,20220131,20221210
6694,0,0,0,0,0,0,0,20220131,20221210
6695,1,1,1,1,1,1,1,20220131,20221210
6696,1,1,1,1,1,1,1,20220131,20221210
6697,1,1,1,1,1,1,1,20220131,20221210
6698,0,0,0,0,0,1,1,20220131,20221210
6699,0,0,0,0,0,1,1,20220131,20221210
6700,1,1,1,1,1,1,1,20220131,20221210
6701,1,1,1,1,1,1,1,20220131,20221210
6702,0,0,0,0,0,1,0,20220131,20221210
6703,0,0,0,0,0,0,0,20220131,20221210
6704,0,0,0,0,0,0,0,20220131,20221210
6705,1,1,1,1,1,0,1,20220131,20221210
6706,0,0,0,0,0,1,0,20220131,20221210
6707,0,0,0,0,0,0,0,20220131,20221210
6708,0,0,0,0,0,0,1,20220131,20221210
6709,0,0,0,0,0,1,1,20220131,20221210
6710,1,1,1,1,1,1,1,20220131,20221210
6711,1,1,1,1,1,0,0,20220131,20221210
6712,1,1,1,1,1,1,1,20220131,20221210
6713,0,0,0,0,0,0,0,20220131,20221210
6714,1,1,1,1,1,1,1,20220131,20221210
6715,0,0,0,0,0,1,1,20220131,20221210
6716,1,1,1,1,1,1,1,20220131,20221210
6717,0,0,0,0,0,0,0,20220131,20221210
6718,1,1,1,1,1,1,1,20220131,20221210
6719,1,1,1,1,1,0,1,20220131,20221210
6720,1,1,1,1,1,1,1,20220131,20221210
6721,0,0,0,0,0,0,0,20220131,20221210
6722,1,1,1,1,1,0,0,20220131,20221210
6723,1,1,1,1,1,1,1,20220131,20221210
6724,1,1,1,1,1,0,0,20220131,20221210
6725,0,0,0,0,0,1,1,20220131,20221210
6726,0,0,0,0,0,0,0,20220131,20221210
6727,1,1,1,1,1,0,0,20220131,20221210
6728,1,1,1,1,1,1,1,20220131,20221210
6729,1,1,1,1,1,1,1,20220131,20221210
6730,0,0,0,0,0,0,0,20220131,20221210
6731,0,0,0,0,0,0,0,20220131,20221210
6732,0,0,0,0,0,0,0,20220131,20221210
6733,1,1,1,1,1,1,1,20220131,20221210
6734,1,1,1,1,1,1,1,20220131,20221210
6735,0,0,0,0,0,0,0,20220131,20221210
6736,1,1,1,1,1,1,1,20220131,20221210
6737,1,1,1,1,1,1,1,20220131,20221210
6738,1,1,1,1,1,1,1,20220131,20221210
6739,0,0,0,0,0,0,0,20220131,20221210
6740,1,1,1,1,1,1,1,20220131,20221210
6741,1,1,1,1,1,1,1,20220131,20221210
6742,0,0,0,0,0,0,0,20220131,20221210
6743,0,0,0,0,0,0,0,20220131,20221210
6744,0,0,0,0,0,1,1,20220131,20221210
6745,1,1,1,1,1,1,1,20220131,20221210
6746,1,1,1,1,1,0,0,20220131,20221210
6747,1,1,1,1,1,0,0,20220131,20221210
6748,1,1,1,1,1,0,0,20220131,20221210
6749,0,0,0,0,0,0,0,20220131,20221210
6750,0,0,0,0,0,0,0,20220131,20221210
6751,0,0,0,0,1,0,0,20220131,20221210
6752,0,0,0,0,0,0,0,20220131,20221210
6753,1,1,1,1,0,0,0,20220131,20221210
6754,0,0,0,0,0,0,0,20220131,20221210
6755,1,1,1,1,1,1,0,20220131,20221210
6756,0,0,0,0,0,0,0,20220131,20221210
6757,1,1,1,1,1,1,1,20220131,20221210
6758,0,0,0,0,0,0,1,20220131,20221210
6759,1,1,1,1,1,1,1,20220131,20221210
6760,1,1,1,1,1,1,0,20220131,20221210
6761,1,1,1,1,1,0,0,20220131,20221210
6762,0,0,0,0,0,0,0,20220131,20221210
6763,1,1,1,1,1,0,0,20220131,20221210
6764,0,0,0,0,0,1,1,20220131,20221210
6765,0,0,0,0,0,0,0,20220131,20221210
6766,1,1,1,1,1,1,0,20220131,20221210
6767,0,0,0,0,0,0,0,20220131,20221210
6768,1,1,1,1,1,1,1,20220131,20221210
6769,1,1,1,1,1,1,1,20220131,20221210
6770,0,0,0,0,0,1,1,20220131,20221210
6771,1,1,1,1,1,1,1,20220131,20221210
6772,0,0,0,0,0,0,0,20220131,20221210
6773,0,0,0,0,0,1,0,20220131,20221210
6774,0,0,0,0,0,0,0,20220131,20221210
6775,0,0,0,0,0,1,1,20220131,20221210
6776,0,0,0,0,0,0,0,20220131,20221210
6777,1,1,1,1,1,1,1,20220131,20221210
6778,0,0,0,0,0,0,0,20220131,20221210
6779,0,0,0,0,0,1,1,20220131,20221210
6780,0,0,0,0,0,0,0,20220131,20221210
6781,1,1,1,1,1,0,0,20220131,20221210
6782,0,0,0,0,0,0,0,20220131,20221210
6783,0,0,0,0,0,0,0,20220131,20221210
6784,0,0,0,0,0,0,0,20220131,20221210
6785,1,1,1,1,1,0,1,20220131,20221210
6786,1,1,1,1,1,1,1,20220131,20221210
6787,1,1,1,1,1,1,0,20220131,20221210
6788,1,1,1,1,1,1,1,20220131,20221210
6789,1,1,1,1,1,0,0,20220131,20221210
6790,1,1,1,1,1,0,1,20220131,20221210
6791,1,1,1,1,1,1,1,20220131,20221210
6792,0,0,0,0,1,0,1,20220131,20221210
6793,0,0,0,0,0,1,0,20220131,20221210
6794,1,1,1,1,1,1,1,20220131,20221210
6795,0,0,0,0,0,0,0,20220131,20221210
6796,0,0,0,0,0,0,0,20220131,20221210
6797,0,0,0,0,0,0,0,20220131,20221210
6798,1,1,1,1,1,1,1,20220131,20221210
6799,0,0,0,0,0,0,0,20220131,20221210
6800,0,0,0,0,0,0,0,20220131,20221210
6801,0,0,0,0,0,0,0,20220131,20221210
6802,1,1,1,1,1,1,1,20220131,20221210
6803,1,1,1,1,1,1,1,20220131,20221210
6804,1,1,1,1,1,1,1,20220131,20221210
6805,1,1,1,1,1,1,1,20220131,20221210
6806,0,0,0,0,0,0,0,20220131,20221210
6807,0,0,0,0,0,0,0,20220131,20221210
6808,0,0,0,0,0,0,0,20220131,20221210
6809,1,1,1,1,1,1,1,20220131,20221210
6810,0,0,0,0,0,0,0,20220131,20221210
6811,0,0,0,0,0,0,0,20220131,20221210
6812,0,0,0,0,0,0,0,20220131,20221210
6813,0,0,0,0,0,0,0,20220131,20221210
6814,1,1,1,1,1,1,0,20220131,20221210
6815,0,0,0,0,0,0,0,20220131,20221210
6816,0,0,0,0,0,0,0,20220131,20221210
6817,0,0,0,0,0,0,0,20220131,20221210
6818,1,1,1,1,1,1,0,20220131,20221210
6819,0,0,0,0,0,0,0,20220131,20221210
6820,0,0,0,0,1,1,0,20220131,20221210
6821,1,1,1,1,0,0,0,20220131,20221210
6822,0,0,0,0,0,0,0,20220131,20221210
6823,0,1,1,1,1,1,1,20220131,20221210
6824,0,0,0,0,0,0,0,20220131,20221210
6825,0,0,0,0,0,0,0,20220131,20221210
6826,0,0,0,0,0,0,1,20220131,20221210
6827,0,0,0,0,0,0,0,20220131,20221210
6828,0,0,0,0,0,0,0,20220131,20221210
6829,0,0,0,0,0,0,0,20220131,20221210
6830,0,0,0,0,0,0,0,20220131,20221210
6831,0,0,0,0,0,0,0,20220131,20221210
6832,0,0,0,0,0,0,0,20220131,20221210
6833,0,0,0,0,0,0,0,20220131,20221210
6834,0,0,0,0,0,0,0,20220131,20221210
6835,1,0,0,0,0,0,0,20220131,20221210
6836,0,0,0,0,0,0,0,20220131,20221210
6837,1,0,0,0,0,0,0,20220131,20221210
6838,0,0,0,0,0,1,1,20220131,20221210
6839,1,1,1,1,1,0,0,20220131,20221210
6840,0,0,0,0,0,0,0,20220131,20221210
6841,1,1,1,1,1,1,1,20220131,20221210
6842,1,1,1,1,1,1,1,20220131,20221210
6843,1,1,1,1,1,1,1,20220131,20221210
6844,0,0,0,0,0,0,0,20220131,20221210
6845,1,1,1,1,1,1,1,20220131,20221210
6846,0,0,0,0,0,0,0,20220131,20221210
6847,1,1,1,1,1,1,1,20220131,20221210
6848,0,0,0,0,0,0,0,20220131,20221210
6849,0,0,0,0,0,0,0,20220131,20221210
6850,1,1,1,1,1,1,1,20220131,20221210
6851,0,0,0,0,0,0,0,20220131,20221210
6852,0,0,0,0,0,0,0,20220131,20221210
6853,1,1,1,1,1,1,1,20220131,20221210
6854,0,0,0,0,0,0,0,20220131,20221210
6855,0,0,0,0,0,0,0,20220131,20221210
6856,0,0,0,0,0,0,0,20220131,20221210
6857,0,0,0,0,0,0,0,20220131,20221210
6858,0,0,0,0,0,0,0,20220131,20221210
6859,1,1,1,1,1,1,1,20220131,20221210
6860,0,0,0,0,0,0,0,20220131,20221210
6861,0,0,0,0,0,0,0,20220131,20221210
6862,0,1,1,1,1,0,0,20220131,20221210
6863,0,0,0,0,0,0,0,20220131,20221210
6864,0,0,0,0,0,0,0,20220131,20221210
6865,0,0,0,0,0,1,1,20220131,20221210
6866,0,0,0,0,0,0,0,20220131,20221210
6867,0,0,0,0,0,0,0,20220131,20221210
6868,0,1,1,1,1,1,1,20220131,20221210
6869,0,0,0,0,0,0,0,20220131,20221210
6870,0,0,0,0,0,0,1,20220131,20221210
6871,1,0,0,0,0,0,0,20220131,20221210
6872,0,0,0,0,0,0,0,20220131,20221210
6873,0,0,0,0,0,0,0,20220131,20221210
6874,0,0,0,0,0,0,0,20220131,20221210
6875,1,1,1,1,1,1,1,20220131,20221210
6876,0,0,0,0,0,0,0,20220131,20221210
6877,1,1,1,1,1,1,1,20220131,20221210
6878,0,0,0,0,0,0,0,20220131,20221210
6879,1,1,1,1,1,0,0,20220131,20221210
6880,0,0,0,0,0,1,1,20220131,20221210
6881,1,1,1,1,1,0,0,20220131,20221210
6882,0,0,0,0,0,1,1,20220131,20221210
6883,0,0,0,0,0,0,0,20220131,20221210
6884,1,1,1,1,1,1,1,20220131,20221210
6885,1,1,1,1,1,1,1,20220131,20221210
6886,0,0,0,0,0,0,0,20220131,20221210
6887,1,1,1,1,1,1,1,20220131,20221210
6888,0,0,0,0,0,0,0,20220131,20221210
6889,1,1,1,1,1,1,1,20220131,20221210
